label,subject,body
phishing,Unusual login activity,You have a pending document shared via OneDrive. View it here: http://bca-klik-secure.net
legit,Your flight itinerary,I've attached the notes from yesterday's meeting. Thanks.
legit,Homework submission confirmed,Join us for the Alumni Meetup tomorrow.
phishing,Security Alert: Compromised Password,Someone logged into your account from a new device. Click here if it wasn't you: http://secure-update.com
phishing,Security Alert: Compromised Password,Please verify your email address immediately to avoid account closure. Link: www.login-verify-account.net/auth
phishing,Password Reset Required,Your antivirus subscription expired. Renew now at a discount: http://verify-your-id.net
phishing,Claim your iPhone,Your account will be suspended in 24 hours. Click here to verify: http://secure-update.com/verify
phishing,Security Alert: Compromised Password,Your antivirus subscription expired. Renew now at a discount: http://paypal-security-update.com
legit,Welcome to the team,Let's grab lunch at the food court.
phishing,Your subscription has expired,You won a Bitcoin giveaway. Claim it here: www.it-helpdesk-portal.com/claim
legit,Lunch today?,Wishing you a very happy birthday!
legit,Your flight itinerary,Let's grab lunch at Starbucks.
legit,Your flight itinerary,I've attached the notes from yesterday's meeting. Thanks.
legit,Coffee break?,The Beta project is on track. See attached.
phishing,Invoice #1029 Overdue - Pay Immediately,Click the link below to reset your password within 2 hours. http://secure-update.com
legit,Your flight itinerary,Please return the book by 14:00.
phishing,Invoice #5543 Overdue - Pay Immediately,Alert: Unusual activity on your BCA account. Log in to verify: http://it-helpdesk-portal.com
phishing,Verify your identity now,Your account will be suspended in 24 hours. Click here to verify: http://login-verify-account.net/verify
legit,Homework submission confirmed,Join us for the Alumni Meetup tomorrow.
phishing,Claim your iPhone,Your account will be suspended in 24 hours. Click here to verify: http://secure-update.com/verify
legit,Welcome to the team,The report is attached. Let me know if you have questions.
phishing,Security Alert: Compromised Password,Please verify your email address immediately to avoid account closure. Link: www.login-verify-account.net/auth
phishing,Final Warning: Account Deletion,Required update from IT Helpdesk. Install the patch here: http://it-helpdesk-portal.com/update.exe
phishing,Unusual login activity,FINAL WARNING: We will close your account unless you update your profile here: http://paypal-security-update.com
phishing,Action Required: Verify Your Email,Alert: Unusual activity on your BRI account. Log in to verify: http://bca-klik-secure.net
legit,Task assignment: Data Migration,Let's grab lunch at Starbucks.
legit,Coffee break?,Let's grab lunch at room 201.
phishing,A document has been shared with you,Claim your free iPhone today by clicking this link: http://secure-update.com
legit,Question regarding design,Here is your flight itinerary for your upcoming trip.
phishing,Security Alert: Compromised Password,Someone logged into your account from a new device. Click here if it wasn't you: http://paypal-security-update.com
legit,University event: Hackathon,Let's grab lunch at Starbucks.
legit,Q3 Marketing Report,Let's grab lunch at the usual spot.
legit,Welcome to the team,Please note the schedule change for the Hackathon.
phishing,Bank Account Alert: Mandiri,You won a $500 Cash. Claim it here: www.verify-your-id.net/claim
legit,Notes from yesterday's meeting,Please find the invoice attached for your records.
phishing,Invoice #1002 Overdue - Pay Immediately,Your PayPal account is restricted. Update your billing details immediately at bca-klik-secure.net.
phishing,Important: Update your mailbox quota,Your mailbox is full. Upgrade your quota for free here: www.paypal-security-update.com/quota
phishing,Important: Update your mailbox quota,Click the link below to reset your password within 2 hours. http://bca-klik-secure.net
phishing,President University: IT Helpdesk Alert,You have an unpaid invoice of $450. Pay immediately using the link: http://it-helpdesk-portal.com
phishing,Your package could not be delivered,Alert: Unusual activity on your Bank of America account. Log in to verify: http://verify-your-id.net
legit,Feedback on your presentation,Can you please review the attached document before the meeting at tomorrow morning?
legit,Welcome to the team,Could you clarify the point about design?
phishing,President University: IT Helpdesk Alert,Claim your free iPhone today by clicking this link: http://verify-your-id.net
legit,Lunch today?,Please find the invoice attached for your records.
legit,Invoice #1029 attached,"Hi, let's meet at 10 AM. Regards."
phishing,You won a new iPad,Required update from IT Helpdesk. Install the patch here: http://free-prize-claim.org/update.exe
legit,Welcome to the team,Can you please review the attached document before the meeting at tomorrow morning?
legit,University event: Graduation,The Website Redesign project is on track. See attached.
legit,Class schedule for Spring 2026,Please note the schedule change for the Alumni Meetup.
legit,Project update: Cybersecurity Upgrade,Let's grab a coffee at the cafeteria and discuss timeline.
phishing,Invoice #1002 Overdue - Pay Immediately,Your antivirus subscription expired. Renew now at a discount: http://it-helpdesk-portal.com
legit,Meeting at 14:00,Join us for the Career Fair tomorrow.
legit,University event: Alumni Meetup,Welcome to the team! We are glad to have you.
phishing,Update your payment details,"Dear student, your university account will be deleted unless you verify it here: http://it-helpdesk-portal.com/pu-verify"
phishing,President University: IT Helpdesk Alert,Your antivirus subscription expired. Renew now at a discount: http://secure-update.com
phishing,Claim your iPhone,Your antivirus subscription expired. Renew now at a discount: http://free-prize-claim.org
phishing,Security Alert: Compromised Password,Your mailbox is full. Upgrade your quota for free here: www.login-verify-account.net/quota
legit,Project update: Q4 Planning,Please find the invoice attached for your records.
phishing,You won a $1000 Amazon Gift Card,Your PayPal account is restricted. Update your billing details immediately at bca-klik-secure.net.
legit,Your flight itinerary,Please note the schedule change for the Guest Lecture.
legit,Please review document,The Website Redesign project is on track. See attached.
phishing,Unusual login activity,Please verify your email address immediately to avoid account closure. Link: www.bca-klik-secure.net/auth
